Review,Useful,
His tests aren't hard if you study. He is intimidating but is very helpful.,,
"exams are written to discourage as many as possible. Prof. holds no office hours, surprising considering orgo may be just the hardest undergraduate introductory course that exists. Book is written for graduate students going for their phd",,
"jones knows his stuff and the course is good overall but make sure you get a decent TA and go to reviews if they are held. i found them more clear than lectures. also, do all the practice questions in the book.",,
"He's a cool guy but his book can be completely ridiculous and has way too many side notes. In class he's funny but it's hard to contact him outside of class for help because he never seems to respond to e-mails. It's nice because he loves organic chemistry and clearly wants to help you, but he needs to be more available to students.",,
"Jones is respected for his research not teaching. Thus his way of teaching can be a little trifling. However, the subject itself is beautiful and worth waking up at 6am for. Organic Chemistry's reputation is marred by the influx of incoming pre-med students who fail to appreciate the spellbinding concepts. Be open-minded and it will be easy.",,
"MJ is an amazing professor. he really got me interested in organic chemistry. his exams are challenging, but you know exactly what to expect, so no surprises. what can i say&#63; MJ IS organic chemistry!",,
"Great Professor. He makes the material clear and writes challenging tests to punish lazy and dumb people. If you meet anyone who complains about this class there is a 90 percent chance that they were not smart enough to take it. If you want to be challenged and learn a lot of interesting material, this is the man to see.",,
His new innovative methods of teaching keep me interested. He's a hard professor but he puts the work in. He will be idolized by many. He's great!,,
One of the few great professors at NYU. I enjoy his style of teaching much more than Fishman and if you read before class...you basically will know exactly what he is talking about. Students that complain basically don't open the book. Definately not impossible to get an A and a B is a piece of cake. MJ is a legend! Enjoy him while u can.,,
"Prof. Jones at first comes across as a sweet, enthusiastic man. As his student, however, you will find that he not only creates exams with the intention of discouraging as many students as possible, but he also is totally unavailable and assumes that you have 37 hours a day to devote to basking in the glory of his textbook. Chances are, you'll fail",,
"His lectures are really interesting, and he has excellent mastery of the course material. His tests are challenging, but if you do a lot of practice problems, you will do well. The only improvement would be for him to vary the lectures more from what he has written in his textbook.",,
